Brand,Make,Year,Mileage,Engine_Size,Transmission,Seats,Body_Type,Colour,Drive_Type,Registration,Previous_Owners,Keys,Emissions,ULEZ_Exempt,Top_speed,Accelaration_0_62,Power,Tax,Insurance,Mpg,Service_record,Price
Renault,Scenic,2016,36777,1.5,Manual,5,5 door MPV,Brown,Front wheel drive,FX66 VXY,3,2,105g/km (band B),1,112,13.4,110.0,£20 / year,1,68.9,7,8450
Nissan,Juke,2016,47648,1.2,Manual,5,5 door SUV,Red,Front wheel drive,FE16 EGU,3,2,128g/km (band D),1,111,10.8,113.0,£135 / year,1,49.6,4,8500
Skoda,Citigo,2017,13546,1.0,Manual,4,5 door Hatchback,Blue,Front wheel drive,DA17 OHO,1,2,101g/km (band F),1,100,14.4,59.0,Not available,2,64.2,2,8500
Ford,EcoSport,2016,48248,1.0,Manual,5,5 door SUV,Black,Front wheel drive,R14 RJV,2,1,125g/km (band D),1,112,12.7,123.0,£135 / year,1,53.3,4,8500
Skoda,Citigo,2016,10619,1.0,Manual,4,3 door Hatchback,White,Front wheel drive,YH66 GXE,3,2,101g/km (band B),1,100,14.4,59.0,Not available,2,64.2,4,8500
Citroen,C3 Picasso,2015,26432,1.6,Manual,5,5 door MPV,Silver,Front wheel drive,SD65 DZT,5,2,101g/km (band B),1,111,10.8,99.0,£20 / year,1,72.4,4,8500
Mini,Hatch,2016,57038,1.2,Manual,4,3 door Hatchback,Pepper White,Front wheel drive,HK16 ZVS,2,2,109g/km (band B),1,121,9.9,101.0,£20 / year,1,61.4,3,8500
Kia,Picanto,2017,13693,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,YK17 VSD,2,2,102g/km (band B),1,98,14.4,65.0,£20 / year,2,64.2,3,8550
Ford,Fiesta,2016,39096,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,SV66 VEX,2,2,99g/km (band A),1,112,14.9,99.0,£0 / year,1,65.7,4,8550
Volkswagen,up!,2018,22301,1.0,Manual,4,3 door Hatchback,Red,Front wheel drive,YX68 VDR,2,2,96g/km (band E),1,101,14.4,59.0,Not available,1,68.9,2,8550
Hyundai,i10,2018,8285,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,SK18 SXA,1,2,108g/km (band F),1,96,14.7,65.0,£165 / year,2,60.1,5,8550
Suzuki,Swift,2017,20348,1.2,Manual,5,5 door Hatchback,Red,Front wheel drive,GL17 UFH,2,2,99g/km (band E),1,103,13.4,89.0,£165 / year,1,65.7,3,8550
Vauxhall,Corsa,2017,32343,1.4,Manual,5,3 door Hatchback,Red,Front wheel drive,HS17 GHZ,2,2,118g/km (band G),1,101,,74.0,£165 / year,3,55.4,4,8600
Fiat,500,2018,35352,1.2,Manual,4,3 door Hatchback,Pasodoble Red,Front wheel drive,EU68 GME,1,2,116g/km (band G),1,101,12.9,69.0,£165 / year,8,49.6,3,8600
Nissan,Pulsar,2016,45085,1.2,Manual,5,5 door Hatchback,Grey,Front wheel drive,WN16 OSJ,3,2,119g/km (band C),1,115,10.7,113.0,Not available,9,55.4,7,8600
Ford,Fiesta,2016,20548,1.2,Manual,5,3 door Hatchback,Red,Front wheel drive,EY16 LFU,3,2,122g/km (band D),1,104,13.3,81.0,£135 / year,7,54.3,2,8600
Toyota,AYGO,2017,20402,1.0,Manual,4,5 door Hatchback,Black,Front wheel drive,BC17 KFJ,1,2,95g/km (band E),1,99,14.2,67.0,£165 / year,7,68.9,4,8600
Fiat,500C,2016,31870,1.2,Manual,4,3 door Convertible,Tech House Grey,Front wheel drive,LO16 VPF,2,2,110g/km (band B),1,99,12.9,69.0,£20 / year,1,60.1,5,8600
Fiat,500,2017,24156,1.2,Manual,4,3 door Hatchback,Sicilian Orange,Front wheel drive,RE67 VAY,1,2,110g/km (band F),1,99,12.9,69.0,Not available,8,60.1,2,8600
Ford,Fiesta,2015,53680,1.0,Manual,5,3 door Hatchback,Black,Front wheel drive,YE65 XVV,3,2,104g/km (band B),1,125,,138.0,£20 / year,1,62.8,2,8650
Ford,Fiesta,2016,49978,1.0,Manual,5,3 door Hatchback,White,Front wheel drive,BW65 XWN,2,2,99g/km (band A),1,122,14.9,123.0,£0 / year,1,65.7,0,8650
Renault,Captur,2014,41547,0.9,Manual,5,5 door SUV,diamond black,Front wheel drive,SA64 NFR,5,2,114g/km (band C),1,106,13.0,89.0,Not available,9,56.5,6,8650
Vauxhall,Corsa,2016,16225,1.4,Manual,5,3 door Hatchback,Black,Front wheel drive,HG66 DKD,2,2,118g/km (band C),1,109,,89.0,£30 / year,6,55.4,5,8650
Skoda,Fabia,2018,27973,1.0,Manual,5,5 door Hatchback,Red,Front wheel drive,SJ18 HLN,2,2,110g/km (band F),1,99,15.7,59.0,Not available,2,57.7,0,8650
Hyundai,i10,2019,20282,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,FT68 OPJ,2,2,117g/km (band G),1,97,14.7,66.0,Not available,2,50.4,4,8650
Toyota,AYGO,2017,23535,1.0,Manual,4,5 door Hatchback,White,Front wheel drive,FE67 EWH,3,2,95g/km (band E),1,99,14.2,67.0,£165 / year,7,68.9,3,8650
Toyota,AYGO,2018,14872,1.0,Manual,4,5 door Hatchback,White,Front wheel drive,WR18 MYV,2,2,95g/km (band E),1,99,14.2,70.0,Not available,7,68.9,2,8650
Fiat,500,2018,20221,1.2,Manual,4,3 door Hatchback,Pasodoble Red,Front wheel drive,RK18 YBN,1,2,110g/km (band F),1,99,12.9,69.0,£165 / year,8,60.1,3,8650
Ford,Fiesta,2016,55189,1.0,Manual,5,3 door Hatchback,Red,Front wheel drive,BW65 VLT,3,2,104g/km (band B),1,125,9.0,138.0,£20 / year,1,62.8,4,8700
Citroen,C4 Cactus,2016,44515,1.2,Manual,5,5 door Hatchback,White,Front wheel drive,WH65 UOV,2,2,100g/km (band A),1,117,9.3,108.0,Not available,1,65.7,5,8700
Citroen,C4,2016,34013,1.2,Manual,5,5 door Hatchback,Red,Front wheel drive,YH66 EVG,4,2,107g/km (band B),1,124,10.8,128.0,£20 / year,1,60.1,6,8700
Vauxhall,Corsa,2018,30844,1.4,Manual,5,5 door Hatchback,Grey,Front wheel drive,RE67 UBT,1,2,118g/km (band G),1,101,15.5,74.0,Not available,3,55.4,4,8700
Hyundai,i10,2016,11582,1.0,Manual,5,5 door Hatchback,Grey,Front wheel drive,G6 YEY,2,2,108g/km (band B),1,96,14.9,65.0,Not available,1,60.1,5,8700
Fiat,500,2018,30617,1.2,Manual,4,3 door Hatchback,Smooth Mint,Front wheel drive,WN18 EVB,2,2,110g/km (band F),1,99,12.9,69.0,£165 / year,8,60.1,3,8700
Toyota,AYGO,2018,14237,1.0,Manual,4,5 door Hatchback,Red,Front wheel drive,RO18 GZD,2,2,95g/km (band E),1,99,14.2,67.0,£165 / year,7,68.9,2,8700
Skoda,Citigo,2018,13624,1.0,Manual,4,5 door Hatchback,Red,Front wheel drive,CU18 SFV,2,2,101g/km (band F),1,100,14.4,59.0,Not available,2,64.2,0,8700
Hyundai,i10,2017,26804,1.2,Manual,5,5 door Hatchback,Silver,Front wheel drive,EX17 YLA,2,1,114g/km (band C),1,109,12.3,86.0,£30 / year,4,57.7,4,8700
Vauxhall,Corsa,2017,13975,1.4,Manual,5,5 door Hatchback,Red,Front wheel drive,DG17 YLD,2,1,118g/km (band C),1,101,,74.0,Not available,3,55.4,3,8700
Volkswagen,Polo,2015,59934,1.2,Manual,5,5 door Hatchback,Blue,Front wheel drive,HJ65 YBV,2,2,107g/km (band B),1,114,10.8,89.0,£20 / year,1,60.1,5,8750
Renault,Clio,2015,25787,1.5,Manual,5,5 door Hatchback,flame red,Front wheel drive,LG65 UXB,2,2,85g/km (band A),1,112,11.9,89.0,£0 / year,1,85.6,3,8750
Ford,Fiesta,2016,21697,1.2,Manual,5,3 door Hatchback,Blue,Front wheel drive,AV66 ODA,2,2,122g/km (band D),1,104,13.3,81.0,Not available,7,54.3,5,8750
Citroen,C3 Picasso,2014,7895,1.6,Manual,5,5 door MPV,Black,Front wheel drive,WG64 FFC,2,2,107g/km (band B),0,108,11.3,89.0,Not available,1,68.9,3,8750
Renault,Clio,2016,22884,1.1,Manual,5,5 door Hatchback,French Blue,Front wheel drive,RV66 DTY,1,1,127g/km (band D),1,103,14.5,74.0,Not available,4,51.4,6,8750
Vauxhall,Astra GTC,2016,54359,2.0,Automatic,5,5 door Hatchback,Yellow,Front wheel drive,FJ66 ZYE,3,2,149g/km (band F),0,129,8.6,163.0,£180 / year,2,49.6,0,8800
Renault,Captur,2016,50793,0.9,Manual,5,5 door SUV,Tahoe Blue,Front wheel drive,CN16 CXF,2,2,114g/km (band C),1,106,13.2,89.0,Not available,9,55.4,8,8800
Vauxhall,Meriva,2016,4329,1.4,Manual,5,5 door MPV,Grey,Front wheel drive,GD66 XOL,2,2,140g/km (band E),1,110,14.0,99.0,Not available,8,47.1,6,8800
Nissan,Juke,2016,58622,1.2,Manual,5,5 door SUV,Black,Front wheel drive,EF16 XYM,2,1,128g/km (band D),1,111,10.8,113.0,£135 / year,1,49.6,2,8800
Suzuki,Baleno,2018,38644,1.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,CE68 XKL,1,2,103g/km (band F),1,125,11.4,109.0,£165 / year,1,64.2,4,8800
Fiat,500L,2017,35774,1.6,Manual,5,5 door MPV,Pasodoble Red With White Roof,Front wheel drive,LT17 MUE,2,2,112g/km (band C),1,117,10.7,120.0,£30 / year,1,67.3,3,8800
Vauxhall,Astra,2017,47601,1.4,Manual,5,5 door Hatchback,Red,Front wheel drive,DU66 VNL,3,2,128g/km (band D),1,115,12.6,99.0,Not available,6,51.4,4,8800
Vauxhall,Astra,2017,55550,1.4,Manual,5,5 door Hatchback,Blue,Front wheel drive,RA66 SNY,2,1,128g/km (band D),1,134,,148.0,Not available,1,51.4,4,8800
Volkswagen,up!,2016,23597,1.0,Manual,4,5 door Hatchback,Blue,Front wheel drive,GX66 WPT,2,2,101g/km (band B),1,107,13.2,74.0,Not available,5,64.2,6,8800
Toyota,AYGO,2018,8089,1.0,Manual,4,5 door Hatchback,Red,Front wheel drive,HN67 VZS,1,2,95g/km (band E),1,99,14.2,67.0,Not available,7,68.9,3,8800
Smart,forfour,2018,20549,1.0,Manual,4,5 door Hatchback,Black,Rear wheel drive,LO68 ZVJ,1,2,118g/km (band G),1,94,15.9,70.0,Not available,2,67.3,2,8850
Vauxhall,Corsa,2016,19598,1.4,Manual,5,3 door Hatchback,Black,Front wheel drive,BF66 WPO,1,2,118g/km (band C),1,101,,74.0,£30 / year,3,55.4,5,8850
Peugeot,308,2018,67663,1.5,Manual,5,5 door Hatchback,Black,Front wheel drive,FL68 TKT,1,2,93g/km (band E),1,127,9.8,129.0,Not available,2,76.4,2,8850
Dacia,Duster,2016,56120,1.5,Manual,5,5 door SUV,Glacier White,Front wheel drive,CX66 HGU,1,2,115g/km (band C),1,105,11.8,108.0,Not available,1,64.2,0,8850
Vauxhall,Corsa,2017,15958,1.4,Manual,5,3 door Hatchback,Blue,Front wheel drive,WD17 UTE,1,2,118g/km (band G),1,101,,74.0,Not available,3,55.4,5,8850
Kia,Picanto,2019,9098,1.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,FX19 XWF,2,2,113g/km (band G),1,100,14.3,66.0,£165 / year,4,50.4,2,8850
Ssangyong,Korando,2018,51899,2.2,Manual,5,5 door SUV,Silver,Four wheel drive,SA18 XUT,1,2,152g/km (band I),1,115,9.9,176.0,£165 / year,2,48.7,4,8850
Vauxhall,Astra,2016,43044,1.0,Manual,5,5 door Hatchback,Black,Front wheel drive,VF16 FHL,3,2,102g/km (band B),1,121,,104.0,Not available,1,64.2,0,8850
Ford,EcoSport,2015,39253,1.0,Manual,5,5 door SUV,Blue,Front wheel drive,LG65 BYR,2,2,125g/km (band D),1,112,12.7,123.0,£135 / year,1,53.3,5,8900
Vauxhall,Mokka,2016,49420,1.6,Manual,5,5 door SUV,White,Front wheel drive,HT65 RXG,3,2,114g/km,1,119,9.9,134.0,Not available,1,65.7,7,8900
Renault,Captur,2016,45285,0.9,Manual,5,5 door SUV,Arizona,Front wheel drive,YL65 YMF,2,2,114g/km (band C),1,106,13.2,89.0,£30 / year,9,55.4,0,8900
Vauxhall,Astra,2016,60148,1.0,Manual,5,5 door Hatchback,Black,Front wheel drive,DS66 HPN,3,2,102g/km (band B),1,121,10.5,104.0,Not available,1,64.2,6,8900
Fiat,500X,2016,42290,1.6,Manual,5,5 door SUV,Cinema Black,Front wheel drive,CF16 OBP,2,2,109g/km (band B),1,115,10.5,118.0,£20 / year,1,68.9,0,8900
Fiat,500,2018,30734,1.2,Manual,4,3 door Hatchback,Pasodoble Red,Front wheel drive,YG18 EAJ,1,2,110g/km (band F),1,99,12.9,69.0,Not available,8,60.1,4,8900
Vauxhall,Corsa,2017,15059,1.4,Manual,5,3 door Hatchback,Grey,Front wheel drive,OY17 MWZ,1,2,118g/km (band C),1,101,,74.0,Not available,3,55.4,4,8900
Vauxhall,Corsa,2017,29881,1.4,Manual,5,3 door Hatchback,Grey,Front wheel drive,DN17 LGF,2,2,120g/km (band C),1,101,,74.0,£30 / year,3,54.3,5,8900
Toyota,AYGO,2017,11486,1.0,Manual,4,5 door Hatchback,White,Front wheel drive,FV67 RBZ,2,2,95g/km (band E),1,99,14.2,67.0,£165 / year,7,68.9,5,8900
Nissan,Juke,2015,39210,1.2,Manual,5,5 door SUV,Yellow,Front wheel drive,DA15 XRG,5,2,129g/km (band D),1,111,10.8,113.0,Not available,1,50.4,6,8900
Citroen,C3 Picasso,2016,25449,1.6,Manual,5,5 door MPV,White,Front wheel drive,GU16 RZO,2,2,101g/km (band B),1,111,10.8,99.0,Not available,1,72.4,5,8900
Toyota,AYGO,2019,15098,1.0,Manual,4,5 door Hatchback,Red,Front wheel drive,NG19 XBH,1,2,93g/km (band E),1,99,14.2,70.0,£165 / year,8,56.5,3,8900
Vauxhall,Viva,2018,1842,1.0,Manual,5,5 door Hatchback,Red,Front wheel drive,KS18 EXT,1,2,117g/km (band G),1,106,13.1,72.0,Not available,5,46.3,4,8950
Volkswagen,up!,2018,7234,1.0,Manual,4,5 door Hatchback,Black,Front wheel drive,NV67 KMA,2,1,101g/km (band F),1,101,14.4,59.0,£165 / year,3,64.2,3,8950
Toyota,AYGO,2019,21383,1.0,Manual,4,5 door Hatchback,Red,Front wheel drive,DP68 WJM,2,2,93g/km (band E),1,99,14.2,70.0,£165 / year,8,56.5,4,8950
Volkswagen,Polo,2016,58132,1.2,Manual,5,3 door Hatchback,Silver,Front wheel drive,WR16 HNK,2,1,107g/km (band B),1,114,10.8,89.0,Not available,1,60.1,2,9000
Vauxhall,Astra,2016,58214,1.0,Manual,5,5 door Hatchback,Red,Front wheel drive,DP66 PTX,2,2,102g/km (band B),1,121,,104.0,£20 / year,1,64.2,0,9000
Nissan,Micra,2016,10551,1.2,Manual,5,5 door Hatchback,Black,Front wheel drive,FX66 SZE,3,2,115g/km (band C),1,105,13.7,79.0,Not available,7,56.5,2,9000
Hyundai,i10,2017,4811,1.0,Manual,5,5 door Hatchback,Silver,Front wheel drive,LT17 LTO,1,1,108g/km (band B),1,96,14.7,65.0,Not available,1,60.1,3,9000
Toyota,AYGO,2019,21583,1.0,Manual,4,5 door Hatchback,Red,Front wheel drive,YF19 GSX,1,2,93g/km (band E),1,99,14.2,70.0,£165 / year,8,56.5,4,9000
Toyota,AYGO,2018,4332,1.0,Manual,4,5 door Hatchback,White,Front wheel drive,GU18 NME,2,2,95g/km (band E),1,99,14.2,67.0,£165 / year,7,68.9,0,9000
Volkswagen,up!,2018,21701,1.0,Manual,4,5 door Hatchback,Blue,Front wheel drive,WN18 YYS,2,2,101g/km (band F),1,101,14.4,59.0,£165 / year,3,64.2,4,9000
Mini,Hatch,2015,48432,1.2,Manual,5,5 door Hatchback,Pepper White,Front wheel drive,FV65 FUB,3,2,112g/km (band C),1,119,10.1,101.0,£30 / year,1,58.9,5,9000
Toyota,AYGO,2018,20002,1.0,Manual,4,5 door Hatchback,White,Front wheel drive,WR18 MMU,2,2,95g/km (band E),1,99,14.2,67.0,£165 / year,7,68.9,0,9000
Skoda,Fabia,2015,53524,1.4,Manual,5,5 door Estate,Silver,Front wheel drive,GV15 ONJ,3,2,92g/km (band A),1,122,11.3,104.0,£0 / year,1,80.7,5,9000
Ford,Fiesta,2016,44598,1.0,Manual,5,3 door Hatchback,Black,Front wheel drive,PK66 VPG,3,2,104g/km (band B),1,125,9.0,138.0,£20 / year,1,62.8,0,9000
Ford,Fiesta,2016,35596,1.0,Manual,5,5 door Hatchback,Grey,Front wheel drive,MD16 CZS,1,2,99g/km (band A),1,103,14.9,79.0,Not available,6,65.7,4,9050
Fiat,Tipo,2018,31000,1.4,Manual,5,5 door Estate,Minimal Grey,Front wheel drive,NV67 BJO,2,2,132g/km (band H),1,115,12.3,94.0,£165 / year,8,49.6,0,9050
Fiat,500,2018,5646,1.2,Manual,4,3 door Hatchback,Bossa Nova White,Front wheel drive,MD18 WYU,1,2,116g/km (band G),1,101,12.9,69.0,Not available,8,45.56,3,9050
Fiat,500,2019,9053,1.2,Manual,4,3 door Hatchback,Pasodoble Red,Front wheel drive,FR19 YJF,4,2,122g/km (band G),1,101,12.9,69.0,£165 / year,7,46.3,3,9050
Vauxhall,Astra,2017,54485,1.4,Manual,5,5 door Hatchback,White,Front wheel drive,OY17 YVL,2,1,128g/km (band D),1,127,8.6,123.0,£135 / year,1,51.4,3,9050
Nissan,Note,2017,20436,1.2,Manual,5,5 door Hatchback,Grey,Front wheel drive,BD17 KYS,2,2,109g/km (band B),1,106,13.7,79.0,£20 / year,6,60.1,4,9050
Volkswagen,up!,2016,18755,1.0,Manual,4,5 door Hatchback,Blue,Front wheel drive,WA16 BYX,2,1,106g/km (band B),1,106,13.2,74.0,Not available,3,61.4,5,9050
Volkswagen,Polo,2016,45801,1.0,Manual,5,3 door Hatchback,Red,Front wheel drive,ST66 SWF,3,2,108g/km (band B),1,107,14.3,74.0,Not available,1,58.9,3,9050
Vauxhall,Corsa,2016,7282,1.4,Manual,5,5 door Hatchback,Red,Front wheel drive,KF16 BYP,2,2,118g/km (band C),1,109,13.2,89.0,£30 / year,6,55.4,7,9050
DS,DS 3,2017,29475,1.2,Manual,5,3 door Hatchback,Blue,Front wheel drive,DE67 YBL,1,1,100g/km (band E),1,118,9.6,108.0,£165 / year,2,65.7,3,9050
Toyota,AYGO,2015,3919,1.0,Manual,4,5 door Hatchback,Red,Front wheel drive,DA65 LOD,2,2,95g/km,1,99,14.2,67.0,Not available,7,68.9,6,9100
Dacia,Logan MCV,2019,47047,0.9,Manual,5,5 door Estate,Glacier White,Front wheel drive,BV19 PXM,1,2,121g/km (band G),1,109,11.1,89.0,£165 / year,9,47.1,3,9100
Ford,Fiesta,2016,46146,1.0,Manual,5,3 door Hatchback,Red,Front wheel drive,EX16 HUY,2,2,104g/km (band B),1,125,9.0,138.0,Not available,1,62.8,6,9100
Vauxhall,Astra,2016,49226,1.0,Manual,5,5 door Hatchback,Red,Front wheel drive,YR66 VVM,1,2,102g/km (band B),1,121,,104.0,£20 / year,1,64.2,6,9100
Toyota,AYGO,2017,13907,1.0,Manual,4,5 door Hatchback,Black,Front wheel drive,DV17 KJX,2,2,95g/km (band E),1,99,14.2,67.0,£165 / year,7,68.9,5,9100
Vauxhall,Corsa,2019,45827,1.4,Manual,5,5 door Hatchback,Blue,Front wheel drive,LX19 XAL,1,2,128g/km (band G),1,109,13.2,89.0,Not available,7,43.5,2,9100
Renault,Clio,2018,25703,1.1,Manual,5,5 door Hatchback,iron Blue,Front wheel drive,ML18 WWX,2,2,127g/km (band G),1,104,14.5,74.0,£165 / year,4,50.4,4,9100
Toyota,AYGO,2019,35703,1.0,Manual,4,5 door Hatchback,White,Front wheel drive,VT19 ETO,1,2,93g/km (band E),1,99,14.2,70.0,Not available,6,57.7,2,9100
Vauxhall,ADAM,2018,21546,1.2,Manual,4,3 door Hatchback,Red,Front wheel drive,DY18 JYJ,2,1,125g/km (band G),1,102,14.9,69.0,Not available,2,53.3,2,9100
Ford,Fiesta,2017,16628,1.2,Manual,5,3 door Hatchback,White,Front wheel drive,VE66 YJR,2,1,122g/km (band D),1,104,13.3,81.0,£135 / year,7,54.3,5,9100
Toyota,AYGO,2019,37917,1.0,Manual,4,5 door Hatchback,Orange,Front wheel drive,KY69 WKS,2,1,93g/km (band E),1,99,14.2,70.0,Not available,9,56.5,3,9100
Renault,Captur,2015,24961,1.5,Manual,5,5 door SUV,Tahoe Blue with Diamond Black roof,Front wheel drive,LG65 ODW,5,1,95g/km (band A),1,106,13.1,90.0,£0 / year,1,78.5,5,9100
Fiat,500,2018,31428,1.2,Manual,4,3 door Hatchback,Bossa Nova White,Front wheel drive,PO68 MKU,2,2,116g/km,1,101,12.9,69.0,Not available,8,49.6,4,9150
Hyundai,i10,2018,31485,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,LG68 YEB,1,2,117g/km (band G),1,97,14.7,66.0,Not available,3,50.4,4,9150
Citroen,C3 Picasso,2016,33062,1.6,Manual,5,5 door MPV,White,Front wheel drive,LN66 UNR,5,2,101g/km (band B),1,111,10.8,99.0,Not available,1,72.4,6,9150
Toyota,AYGO,2019,23769,1.0,Manual,4,5 door Hatchback,Black,Front wheel drive,AD19 DVN,1,2,93g/km (band E),1,99,14.2,70.0,Not available,8,56.5,0,9150
Toyota,AYGO,2019,23451,1.0,Manual,4,5 door Hatchback,Black,Front wheel drive,AD19 DVM,1,2,93g/km (band E),1,99,14.2,70.0,Not available,8,56.5,0,9150
Fiat,500,2019,39862,1.2,Manual,4,3 door Hatchback,Bossa Nova White,Front wheel drive,WP19 XZZ,2,2,122g/km (band G),1,101,12.9,69.0,Not available,8,46.3,3,9150
Nissan,Pulsar,2017,39021,1.2,Manual,5,5 door Hatchback,Blue,Front wheel drive,SJ17 ZTF,3,2,117g/km (band G),1,118,10.7,113.0,£165 / year,9,56.5,5,9150
Toyota,AYGO,2019,11644,1.0,Manual,4,5 door Hatchback,Grey,Front wheel drive,DC19 OLV,1,2,93g/km (band E),1,99,14.2,70.0,Not available,8,56.5,3,9150
Vauxhall,Corsa,2018,19525,1.4,Manual,5,3 door Hatchback,White,Front wheel drive,LF18 VHB,1,2,120g/km (band G),1,101,15.5,74.0,Not available,3,54.3,4,9150
Fiat,Punto,2018,11648,1.2,Manual,5,5 door Hatchback,Ambient White,Front wheel drive,EY18 JKZ,2,2,124g/km (band G),1,97,14.4,69.0,£165 / year,8,53.3,0,9150
Vauxhall,ADAM,2018,17316,1.2,Manual,4,3 door Hatchback,Red,Front wheel drive,DY18 JYG,1,2,125g/km (band G),1,102,14.9,69.0,£165 / year,2,53.3,2,9150
Dacia,Logan MCV,2019,24665,0.9,Manual,5,5 door Estate,Glacier White,Front wheel drive,SH19 VJC,2,2,121g/km (band G),1,109,11.1,89.0,£165 / year,9,47.1,0,9150
Hyundai,ix20,2017,19519,1.4,Manual,5,5 door Hatchback,Red,Front wheel drive,KW17 NEU,1,2,130g/km (band G),1,104,12.8,89.0,£165 / year,9,50.4,5,9150
Ford,Fiesta,2015,20972,1.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,YA15 AFF,2,2,99g/km (band A),1,112,11.2,99.0,Not available,1,65.7,4,9150
Dacia,Logan MCV,2017,29771,1.5,Manual,5,5 door Estate,Cinder Red,Front wheel drive,WO66 TXH,2,2,90g/km (band A),1,107,11.8,89.0,£0 / year,9,80.7,0,9200
Volkswagen,up!,2016,8024,1.0,Manual,4,5 door Hatchback,Silver,Front wheel drive,WR66 FYV,1,2,101g/km (band B),1,101,14.4,59.0,Not available,3,64.2,3,9200
Fiat,500,2018,17501,1.2,Manual,4,3 door Hatchback,Avantgarde Bordeaux,Front wheel drive,PK18 UGZ,4,2,110g/km (band F),1,99,12.9,69.0,£165 / year,8,60.1,3,9200
Toyota,AYGO,2017,17606,1.0,Manual,4,5 door Hatchback,Red,Front wheel drive,WU67 KYR,2,2,95g/km (band E),1,99,14.2,67.0,£165 / year,7,68.9,4,9200
Volkswagen,Polo,2016,45278,1.2,Manual,5,5 door Hatchback,Silver,Front wheel drive,BJ16 DLD,2,2,107g/km (band B),1,114,10.8,89.0,£20 / year,1,60.1,3,9200
Hyundai,i10,2019,21903,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,BM68 BFN,1,2,117g/km (band G),1,97,14.7,66.0,Not available,3,50.4,2,9200
Honda,Jazz,2015,8224,1.3,Manual,5,5 door Hatchback,Red,Front wheel drive,EY15 HHU,2,2,129g/km (band D),1,113,11.5,98.0,Not available,1,50.4,7,9200
Fiat,500,2018,16833,1.2,Manual,4,3 door Hatchback,Pasodoble Red,Front wheel drive,PO68 KKX,2,2,129g/km (band G),1,101,12.9,69.0,Not available,8,46.3,0,9200
Renault,Clio,2016,20130,1.1,Manual,5,5 door Hatchback,French Blue,Front wheel drive,WD66 HPN,2,2,127g/km (band D),1,103,14.5,74.0,£135 / year,4,51.4,0,9250
Fiat,500,2019,7160,1.2,Manual,4,3 door Hatchback,Tech House Grey,Front wheel drive,VO69 CFV,1,2,116g/km (band G),1,101,12.9,69.0,£165 / year,7,47.9,3,9250
Toyota,AYGO,2018,19925,1.0,Manual,4,5 door Hatchback,Red,Front wheel drive,MT18 VXY,4,2,95g/km (band E),1,99,14.2,67.0,Not available,7,68.9,3,9250
Vauxhall,Corsa,2016,14901,1.4,Manual,5,5 door Hatchback,Red,Front wheel drive,WO65 FSF,2,2,118g/km (band C),1,109,13.2,89.0,£30 / year,6,55.4,5,9250
Seat,Ibiza,2017,53169,1.2,Manual,5,5 door Hatchback,Black,Front wheel drive,AJ17 BWU,2,2,116g/km (band G),1,114,10.7,89.0,Not available,1,57.7,4,9250
Ford,Fiesta,2017,23503,1.2,Manual,5,3 door Hatchback,Blue,Front wheel drive,ET17 MTJ,1,2,122g/km (band G),1,104,13.3,81.0,£165 / year,7,54.3,4,9250
Ford,Fiesta,2016,36224,1.0,Manual,5,3 door Hatchback,Grey,Front wheel drive,FG16 VLY,2,2,99g/km (band A),1,122,14.9,123.0,Not available,1,65.7,3,9250
Peugeot,308,2017,47281,1.2,Manual,5,5 door Hatchback,Blue,Front wheel drive,KO17 YXY,4,2,107g/km (band F),1,125,10.3,129.0,£165 / year,1,61.4,4,9250
Vauxhall,Corsa,2017,20471,1.4,Manual,5,3 door Hatchback,White,Front wheel drive,PL17 UTB,2,2,120g/km (band G),1,101,15.5,74.0,£165 / year,3,54.3,5,9250
Kia,Venga,2017,12917,1.4,Manual,5,5 door MPV,Blue,Front wheel drive,NX67 RHY,1,2,130g/km (band G),1,104,12.5,89.0,£0 / year,9,50.4,4,9250
Ford,Ka+,2018,27176,1.2,Manual,5,5 door Hatchback,Grey,Front wheel drive,BJ68 LBX,1,2,117g/km (band G),1,102,16.0,69.0,£165 / year,4,48.7,0,9250
Renault,Captur,2016,31161,0.9,Manual,5,5 door SUV,Diamond Black,Front wheel drive,SH16 BND,2,2,114g/km (band C),1,106,13.2,89.0,Not available,9,55.4,0,9250
Vauxhall,Insignia,2016,29077,2.0,Manual,5,5 door Hatchback,Black,Front wheel drive,YS16 XCR,1,2,118g/km (band C),1,139,9.0,168.0,£30 / year,2,65.7,6,9250
Renault,Clio,2018,29960,0.9,Manual,5,5 door Hatchback,Flame Red,Front wheel drive,HY68 HHW,2,2,113g/km (band G),1,110,12.1,89.0,£165 / year,9,47.1,0,9250
Vauxhall,Mokka,2016,27864,1.6,Manual,5,5 door SUV,Brown,Front wheel drive,ND16 ZVW,3,1,106g/km (band B),1,118,9.9,134.0,Not available,1,68.9,5,9250
